   1100.00  0.1000E+01  0.8336E-05  0.1000E+01  0.0000E+00
   1120.00  0.1000E+01  0.6177E-04  0.1000E+01  0.0000E+00
   1140.00  0.1000E+01  0.2010E-03  0.1000E+01  0.0000E+00
   1160.00  0.1000E+01  0.4609E-03  0.1000E+01  0.0000E+00
   1180.00  0.1000E+01  0.8715E-03  0.1000E+01  0.1000E-02
   1200.00  0.1000E+01  0.1458E-02  0.1000E+01  0.1000E-02
   1220.00  0.1000E+01  0.2234E-02  0.1000E+01  0.2000E-02
   1240.00  0.1000E+01  0.3228E-02  0.1000E+01  0.3000E-02
   1260.00  0.1000E+01  0.4430E-02  0.1000E+01  0.4000E-02
   1280.00  0.1000E+01  0.5848E-02  0.1000E+01  0.6000E-02
   1300.00  0.9999E+00  0.7476E-02  0.1000E+01  0.8000E-02
   1320.00  0.9999E+00  0.9301E-02  0.1000E+01  0.1000E-01
   1340.00  0.9999E+00  0.1131E-01  0.1000E+01  0.1200E-01
   1360.00  0.9998E+00  0.1348E-01  0.1000E+01  0.1400E-01
   1380.00  0.9998E+00  0.1579E-01  0.1000E+01  0.1700E-01
   1400.00  0.9997E+00  0.1822E-01  0.1000E+01  0.2100E-01
   1420.00  0.9996E+00  0.2075E-01  0.9990E+00  0.2400E-01
   1440.00  0.9995E+00  0.2321E-01  0.9990E+00  0.2900E-01
   1460.00  0.9993E+00  0.2580E-01  0.9990E+00  0.3300E-01
   1480.00  0.9992E+00  0.2841E-01  0.9980E+00  0.3900E-01
   1500.00  0.9990E+00  0.3102E-01  0.9980E+00  0.4500E-01
   1520.00  0.9988E+00  0.3392E-01  0.9970E+00  0.5100E-01
   1540.00  0.9986E+00  0.3721E-01  0.9960E+00  0.5900E-01
   1560.00  0.9984E+00  0.4019E-01  0.9940E+00  0.6700E-01
   1580.00  0.9981E+00  0.4288E-01  0.9920E+00  0.7600E-01
   1600.00  0.9979E+00  0.4537E-01  0.9900E+00  0.8700E-01
   1620.00  0.9976E+00  0.4771E-01  0.9860E+00  0.9900E-01
   1640.00  0.9973E+00  0.4999E-01  0.9810E+00  0.1130E+00
   1660.00  0.9970E+00  0.5224E-01  0.9750E+00  0.1280E+00
   1680.00  0.9966E+00  0.5448E-01  0.9660E+00  0.1450E+00
   1700.00  0.9962E+00  0.5672E-01  0.9540E+00  0.1650E+00
   1720.00  0.9957E+00  0.5898E-01  0.9370E+00  0.1860E+00
   1740.00  0.9951E+00  0.6128E-01  0.9150E+00  0.2080E+00
   1760.00  0.9945E+00  0.6359E-01  0.8860E+00  0.2310E+00
   1780.00  0.9938E+00  0.6589E-01  0.8470E+00  0.2510E+00
   1800.00  0.9930E+00  0.6815E-01  0.7960E+00  0.2660E+00
   1820.00  0.9922E+00  0.7038E-01  0.7350E+00  0.2680E+00
   1840.00  0.9914E+00  0.7251E-01  0.6670E+00  0.2510E+00
   1860.00  0.9905E+00  0.7452E-01  0.6030E+00  0.2090E+00
   1880.00  0.9895E+00  0.7636E-01  0.5540E+00  0.1460E+00
   1900.00  0.9885E+00  0.7802E-01  0.5310E+00  0.7100E-01
   1920.00  0.9873E+00  0.7950E-01  0.5340E+00 -0.2000E-02
   1940.00  0.9859E+00  0.8081E-01  0.5570E+00 -0.6300E-01
   1960.00  0.9843E+00  0.8199E-01  0.5900E+00 -0.1070E+00
   1980.00  0.9824E+00  0.8303E-01  0.6270E+00 -0.1370E+00
   2000.00  0.9802E+00  0.8394E-01  0.6630E+00 -0.1540E+00
   2020.00  0.9776E+00  0.8467E-01  0.6950E+00 -0.1630E+00
   2040.00  0.9745E+00  0.8521E-01  0.7240E+00 -0.1660E+00
