   1100.00  0.9930E+00  0.8315E-01  0.9920E+00  0.8700E-01
   1120.00  0.9903E+00  0.9813E-01  0.9870E+00  0.1150E+00
   1140.00  0.9893E+00  0.1027E+00  0.9820E+00  0.1340E+00
   1160.00  0.9895E+00  0.1019E+00  0.9780E+00  0.1480E+00
   1180.00  0.9903E+00  0.9807E-01  0.9740E+00  0.1580E+00
   1200.00  0.9914E+00  0.9234E-01  0.9710E+00  0.1670E+00
   1220.00  0.9926E+00  0.8549E-01  0.9680E+00  0.1750E+00
   1240.00  0.9939E+00  0.7785E-01  0.9650E+00  0.1820E+00
   1260.00  0.9950E+00  0.6994E-01  0.9620E+00  0.1880E+00
   1280.00  0.9959E+00  0.6198E-01  0.9590E+00  0.1950E+00
   1300.00  0.9964E+00  0.5414E-01  0.9550E+00  0.2030E+00
   1320.00  0.9967E+00  0.4668E-01  0.9510E+00  0.2110E+00
   1340.00  0.9963E+00  0.3954E-01  0.9450E+00  0.2210E+00
   1360.00  0.9956E+00  0.3267E-01  0.9380E+00  0.2330E+00
   1380.00  0.9946E+00  0.2643E-01  0.9280E+00  0.2470E+00
   1400.00  0.9930E+00  0.2098E-01  0.9150E+00  0.2650E+00
   1420.00  0.9908E+00  0.1610E-01  0.8960E+00  0.2870E+00
   1440.00  0.9880E+00 -0.8278E-02  0.8680E+00  0.3160E+00
   1460.00  0.9848E+00 -0.1224E-01  0.8220E+00  0.3530E+00
   1480.00  0.9814E+00 -0.1525E-01  0.7270E+00  0.4030E+00
   1500.00  0.9770E+00 -0.1741E-01  0.5690E+00  0.3040E+00
   1520.00  0.9722E+00 -0.1677E-01  0.5580E+00  0.1730E+00
   1540.00  0.9669E+00 -0.1316E-01  0.6130E+00  0.1050E+00
   1560.00  0.9610E+00 -0.1141E-01  0.6630E+00  0.1010E+00
   1580.00  0.9549E+00 -0.1099E-01  0.6890E+00  0.1310E+00
   1600.00  0.9490E+00 -0.1147E-01  0.6860E+00  0.1850E+00
   1620.00  0.9435E+00 -0.1229E-01  0.6330E+00  0.2600E+00
   1640.00  0.9383E+00 -0.1305E-01  0.4900E+00  0.3070E+00
   1660.00  0.9335E+00 -0.1360E-01  0.3270E+00  0.2190E+00
   1680.00  0.9288E+00 -0.1389E-01  0.2770E+00  0.7400E-01
   1700.00  0.9243E+00 -0.1393E-01  0.2930E+00 -0.2700E-01
   1720.00  0.9199E+00 -0.1374E-01  0.3190E+00 -0.9000E-01
   1740.00  0.9157E+00 -0.1335E-01  0.3430E+00 -0.1310E+00
   1760.00  0.9118E+00 -0.1271E-01  0.3650E+00 -0.1590E+00
   1780.00  0.9082E+00 -0.1173E-01  0.3830E+00 -0.1780E+00
   1800.00  0.9050E+00 -0.1033E-01  0.3980E+00 -0.1900E+00
   1820.00  0.9019E+00 -0.8505E-02  0.4090E+00 -0.1970E+00
   1840.00  0.8989E+00 -0.6366E-02  0.4170E+00 -0.2000E+00
   1860.00  0.8960E+00 -0.3933E-02  0.4230E+00 -0.2010E+00
   1880.00  0.8930E+00 -0.1052E-02  0.4270E+00 -0.2000E+00
   1900.00  0.8894E+00  0.2235E-02  0.4300E+00 -0.1980E+00
   1920.00  0.8848E+00  0.5424E-02  0.4320E+00 -0.1940E+00
   1940.00  0.8793E+00  0.7685E-02  0.4320E+00 -0.1900E+00
   1960.00  0.8733E+00  0.8176E-02  0.4330E+00 -0.1850E+00
   1980.00  0.8680E+00  0.6425E-02  0.4330E+00 -0.1790E+00
   2000.00  0.8648E+00  0.2744E-02  0.4340E+00 -0.1730E+00
   2020.00  0.8649E+00 -0.1632E-02  0.4350E+00 -0.1670E+00
   2040.00  0.8684E+00 -0.4939E-02  0.4360E+00 -0.1600E+00
   
