   1100.00  0.1000E+01  0.3263E-02  0.1000E+01 -0.6000E-02
   1120.00  0.1000E+01  0.5343E-02  0.1000E+01 -0.1500E-01
   1140.00  0.1000E+01  0.5234E-02  0.9990E+00 -0.2500E-01
   1160.00  0.1000E+01  0.2957E-02  0.9990E+00 -0.3700E-01
   1180.00  0.1000E+01 -0.1136E-02  0.9970E+00 -0.5000E-01
   1200.00  0.1000E+01 -0.6619E-02  0.9960E+00 -0.6400E-01
   1220.00  0.9998E+00 -0.1275E-01  0.9940E+00 -0.7800E-01
   1240.00  0.9996E+00 -0.1973E-01  0.9910E+00 -0.9300E-01
   1260.00  0.9993E+00 -0.2627E-01  0.9880E+00 -0.1080E+00
   1280.00  0.9990E+00 -0.3179E-01  0.9830E+00 -0.1230E+00
   1300.00  0.9986E+00 -0.3557E-01  0.9780E+00 -0.1380E+00
   1320.00  0.9982E+00 -0.3649E-01  0.9720E+00 -0.1520E+00
   1340.00  0.9973E+00 -0.3286E-01  0.9650E+00 -0.1660E+00
   1360.00  0.9944E+00 -0.2271E-01  0.9570E+00 -0.1800E+00
   1380.00  0.9850E+00 -0.4144E-02  0.9480E+00 -0.1940E+00
   1400.00  0.9647E+00  0.1929E-01  0.9380E+00 -0.2070E+00
   1420.00  0.9259E+00  0.4289E-01  0.9280E+00 -0.2210E+00
   1440.00  0.8672E+00  0.6661E-01  0.9180E+00 -0.2360E+00
   1460.00  0.8087E+00  0.6668E-01  0.9070E+00 -0.2510E+00
   1480.00  0.7547E+00  0.5192E-01  0.8980E+00 -0.2650E+00
   1500.00  0.7067E+00  0.2989E-01  0.8890E+00 -0.2800E+00
   1520.00  0.6673E+00 -0.3899E-02  0.8810E+00 -0.2930E+00
   1540.00  0.6392E+00 -0.3799E-01  0.8740E+00 -0.3070E+00
   1560.00  0.6236E+00 -0.7496E-01  0.8680E+00 -0.3190E+00
   1580.00  0.6060E+00 -0.1038E+00  0.8630E+00 -0.3300E+00
   1600.00  0.5925E+00 -0.1222E+00  0.8590E+00 -0.3390E+00
   1620.00  0.5853E+00 -0.1384E+00  0.8560E+00 -0.3470E+00
   1640.00  0.5806E+00 -0.1558E+00  0.8540E+00 -0.3520E+00
   1660.00  0.5760E+00 -0.1756E+00  0.8520E+00 -0.3550E+00
   1680.00  0.5691E+00 -0.1953E+00  0.8500E+00 -0.3560E+00
   1700.00  0.5603E+00 -0.2132E+00  0.8470E+00 -0.3540E+00
   1720.00  0.5510E+00 -0.2264E+00  0.8440E+00 -0.3500E+00
   1740.00  0.5431E+00 -0.2338E+00  0.8390E+00 -0.3430E+00
   1760.00  0.5387E+00 -0.2353E+00  0.8320E+00 -0.3340E+00
   1780.00  0.5382E+00 -0.2332E+00  0.8220E+00 -0.3240E+00
   1800.00  0.5402E+00 -0.2293E+00  0.8110E+00 -0.3140E+00
   1820.00  0.5435E+00 -0.2242E+00  0.7960E+00 -0.3030E+00
   1840.00  0.5475E+00 -0.2189E+00  0.7800E+00 -0.2930E+00
   1860.00  0.5507E+00 -0.2144E+00  0.7620E+00 -0.2840E+00
   1880.00  0.5519E+00 -0.2128E+00  0.7430E+00 -0.2760E+00
   1900.00  0.5505E+00 -0.2155E+00  0.7230E+00 -0.2690E+00
   1920.00  0.5470E+00 -0.2228E+00  0.7030E+00 -0.2640E+00
   1940.00  0.5424E+00 -0.2330E+00  0.6830E+00 -0.2590E+00
   1960.00  0.5371E+00 -0.2440E+00  0.6630E+00 -0.2560E+00
   1980.00  0.5317E+00 -0.2543E+00  0.6440E+00 -0.2530E+00
   2000.00  0.5264E+00 -0.2630E+00  0.6260E+00 -0.2510E+00
   2020.00  0.5213E+00 -0.2703E+00  0.6080E+00 -0.2490E+00
   2040.00  0.5165E+00 -0.2760E+00  0.5910E+00 -0.2470E+00
   
