  0.5000  1.1125 -0.9000  1.2050  0.0903 -0.0578 -0.2156
  0.5000  1.1125 -0.7000  1.5436  0.0790 -0.1512 -0.5482
  0.5000  1.1125 -0.5000  1.7764  0.0885 -0.2504 -0.7691
  0.5000  1.1125 -0.3000  1.9238  0.1245 -0.3489 -0.8960
  0.5000  1.1125 -0.1000  1.9998  0.1917 -0.4404 -0.9408
  0.5000  1.1125  0.1000  2.0146  0.2946 -0.5185 -0.9120
  0.5000  1.1125  0.3000  1.9767  0.4383 -0.5748 -0.8156
  0.5000  1.1125  0.5000  1.8938  0.6287 -0.5962 -0.6560
  0.5000  1.1125  0.7000  1.7739  0.8733 -0.5574 -0.4367
  0.5000  1.1125  0.9000  1.6247  1.1810 -0.3840 -0.1597
  0.5000  1.1375 -0.9000  2.2258  0.1810  0.0192 -0.5025
  0.5000  1.1375 -0.7000  2.9731  0.1408 -0.0924 -1.2668
  0.5000  1.1375 -0.5000  3.4441  0.1313 -0.2568 -1.7649
  0.5000  1.1375 -0.3000  3.6919  0.1686 -0.4402 -2.0430
  0.5000  1.1375 -0.1000  3.7493  0.2651 -0.6249 -2.1321
  0.5000  1.1375  0.1000  3.6381  0.4323 -0.7962 -2.0536
  0.5000  1.1375  0.3000  3.3762  0.6830 -0.9374 -1.8234
  0.5000  1.1375  0.5000  2.9803  1.0331 -1.0227 -1.4551
  0.5000  1.1375  0.7000  2.4666  1.5042 -1.0018 -0.9602
  0.5000  1.1375  0.9000  1.8482  2.1256 -0.7227 -0.3481
  0.5000  1.1625 -0.9000  3.8928  0.2722  0.1782 -0.9206
  0.5000  1.1625 -0.7000  5.2800  0.2004  0.0776 -2.3243
  0.5000  1.1625 -0.5000  6.1435  0.1640 -0.1537 -3.2409
  0.5000  1.1625 -0.3000  6.5727  0.1911 -0.4390 -3.7523
  0.5000  1.1625 -0.1000  6.6187  0.3040 -0.7437 -3.9123
  0.5000  1.1625  0.1000  6.3139  0.5223 -1.0418 -3.7591
  0.5000  1.1625  0.3000  5.6846  0.8670 -1.3055 -3.3233
  0.5000  1.1625  0.5000  4.7560  1.3662 -1.4943 -2.6339
  0.5000  1.1625  0.7000  3.5513  2.0623 -1.5261 -1.7209
  0.5000  1.1625  0.9000  2.0846  3.0191 -1.1461 -0.6153
  0.5000  1.1875 -0.9000  5.9935  0.3591  0.4130 -1.3983
  0.5000  1.1875 -0.7000  8.1835  0.2782  0.3692 -3.5635
  0.5000  1.1875 -0.5000  9.6045  0.2326  0.0924 -5.0096
  0.5000  1.1875 -0.3000 10.3646  0.2563 -0.2863 -5.8426
  0.5000  1.1875 -0.1000 10.5218  0.3773 -0.7110 -6.1329
  0.5000  1.1875  0.1000 10.1128  0.6199 -1.1413 -5.9293
  0.5000  1.1875  0.3000  9.1693  1.0111 -1.5376 -5.2721
  0.5000  1.1875  0.5000  7.7240  1.5914 -1.8459 -4.2004
  0.5000  1.1875  0.7000  5.8070  2.4286 -1.9574 -2.7568
  0.5000  1.1875  0.9000  3.4339  3.6334 -1.5212 -0.9890
  0.5000  1.2125 -0.9000  6.4945  0.3602  0.5326 -1.4691
  0.5000  1.2125 -0.7000  8.8891  0.3458  0.5724 -3.7986
  0.5000  1.2125 -0.5000 10.5685  0.3658  0.3427 -5.4239
  0.5000  1.2125 -0.3000 11.6135  0.4323 -0.0098 -6.4349
  0.5000  1.2125 -0.1000 12.0644  0.5632 -0.4229 -6.8850
  0.5000  1.2125  0.1000 11.9463  0.7790 -0.8512 -6.8044
  0.5000  1.2125  0.3000 11.2842  1.1076 -1.2522 -6.2101
  0.5000  1.2125  0.5000 10.1107  1.5979 -1.5726 -5.1080
  0.5000  1.2125  0.7000  8.4682  2.3432 -1.7113 -3.4885
  0.5000  1.2125  0.9000  6.4071  3.5071 -1.3497 -1.3156
  0.5000  1.2375 -0.9000  4.5493  0.2508  0.3772 -1.0011
  0.5000  1.2375 -0.7000  6.2230  0.3360  0.4448 -2.6379
  0.5000  1.2375 -0.5000  7.5333  0.4565  0.3256 -3.8629
  0.5000  1.2375 -0.3000  8.5188  0.5889  0.1161 -4.7291
  0.5000  1.2375 -0.1000  9.1969  0.7355 -0.1390 -5.2532
  0.5000  1.2375  0.1000  9.5748  0.9100 -0.4054 -5.4283
  0.5000  1.2375  0.3000  9.6597  1.1379 -0.6507 -5.2266
  0.5000  1.2375  0.5000  9.4727  1.4749 -0.8370 -4.5869
  0.5000  1.2375  0.7000  9.0693  2.0410 -0.9017 -3.3871
  0.5000  1.2375  0.9000  8.5697  3.0601 -0.6811 -1.4005
  0.5000  1.2625 -0.9000  2.5210  0.1620  0.1781 -0.5528
  0.5000  1.2625 -0.7000  3.4401  0.2963  0.2217 -1.4861
  0.5000  1.2625 -0.5000  4.2691  0.4646  0.1689 -2.2567
  0.5000  1.2625 -0.3000  5.0344  0.6277  0.0650 -2.9016
  0.5000  1.2625 -0.1000  5.7470  0.7838 -0.0644 -3.4169
  0.5000  1.2625  0.1000  6.4038  0.9454 -0.1967 -3.7731
  0.5000  1.2625  0.3000  6.9956  1.1379 -0.3092 -3.9142
  0.5000  1.2625  0.5000  7.5282  1.4258 -0.3757 -3.7323
  0.5000  1.2625  0.7000  8.0603  1.9611 -0.3597 -3.0155
  0.5000  1.2625  0.9000  8.7661  3.0376 -0.2080 -1.3692
  0.5000  1.2875 -0.9000  1.3533  0.1321  0.0545 -0.3104
  0.5000  1.2875 -0.7000  1.8481  0.2794  0.0666 -0.8490
  0.5000  1.2875 -0.5000  2.3782  0.4568  0.0350 -1.3514
  0.5000  1.2875 -0.3000  2.9764  0.6216 -0.0248 -1.8566
  0.5000  1.2875 -0.1000  3.6564  0.7769 -0.0976 -2.3548
  0.5000  1.2875  0.1000  4.4095  0.9380 -0.1669 -2.8075
  0.5000  1.2875  0.3000  5.2124  1.1299 -0.2150 -3.1462
